Metric,Amount,endDate
"Proceeds from sale of property, plant and equipment",53000,2015-12-31
"Proceeds from sale of property, plant and equipment",14000,2016-12-31
us-gaap_NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-13324000,2014-12-31
us-gaap_NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-16268000,2015-12-31
us-gaap_NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-7279000,2016-12-31
us-gaap_ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1219000,2014-12-31
us-gaap_ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,356000,2015-12-31
us-gaap_ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,145000,2016-12-31
"Proceeds from the exercise of stock options, net of attestations",336000,2014-12-31
"Proceeds from the exercise of stock options, net of attestations",358000,2015-12-31
"Proceeds from the exercise of stock options, net of attestations",529000,2016-12-31
us-gaap_RepaymentsOfLongTermDebt,977000,2014-12-31
us-gaap_RepaymentsOfLongTermDebt,996000,2015-12-31
us-gaap_RepaymentsOfLongTermDebt,1014000,2016-12-31
us-gaap_PaymentsRelatedToTaxWithholdingForShareBasedCompensation,831000,2014-12-31
us-gaap_PaymentsRelatedToTaxWithholdingForShareBasedCompensation,209000,2015-12-31
us-gaap_PaymentsRelatedToTaxWithholdingForShareBasedCompensation,219000,2016-12-31
us-gaap_PaymentsForRepurchaseOfCommonStock,,2014-12-31
us-gaap_PaymentsForRepurchaseOfCommonStock,587000,2015-12-31
us-gaap_PaymentsForRepurchaseOfCommonStock,,2016-12-31
us-gaap_RepaymentsOfNotesPayable,800000,2014-12-31
us-gaap_RepaymentsOfNotesPayable,,2015-12-31
us-gaap_RepaymentsOfNotesPayable,,2016-12-31
us-gaap_NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1053000,2014-12-31
us-gaap_NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1078000,2015-12-31
us-gaap_NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-559000,2016-12-31
us-gaap_NetCashProvidedByUsedInContinuingOperations,-3251000,2014-12-31
us-gaap_NetCashProvidedByUsedInContinuingOperations,-4248000,2015-12-31
us-gaap_NetCashProvidedByUsedInContinuingOperations,1555000,2016-12-31
Cash and cash equivalents,37303000,2013-12-31
Cash and cash equivalents,34052000,2014-12-31
Cash and cash equivalents,29804000,2015-12-31
Cash and cash equivalents,31359000,2016-12-31
Cash and cash equivalents,37303000,2013-12-31
Cash and cash equivalents,34052000,2014-12-31
Cash and cash equivalents,29804000,2015-12-31
Cash and cash equivalents,31359000,2016-12-31
